card_no,year,month,sales,transactions,items
19709,2010,9,-1.78E-15,2,18
10490,2010,9,0,2,24
49978,2010,9,8.88E-16,1,5
10384,2010,9,-3.55E-15,1,22
22084,2010,9,0,2,39
51848,2010,9,-1.78E-14,2,94
20235,2010,9,-1.78E-15,2,40
21445,2010,9,0,2,27
14653,2010,9,-2.84E-14,2,36
42347,2010,9,3.55E-15,3,25
26539,2010,9,0,1,13
22298,2010,9,0,2,18
10723,2010,9,-7.11E-15,1,13
10050,2010,9,-3.55E-15,2,30
51405,2010,9,-5.68E-14,1,31
12514,2010,9,7.11E-15,2,32
12025,2010,9,0,1,10
25144,2010,9,-2.00E-15,1,6
13902,2010,9,1.33E-15,1,7
36649,2010,9,7.11E-15,1,11
13180,2010,9,-2.22E-16,1,5
12444,2010,9,4.44E-16,1,6
14365,2010,9,-2.66E-15,2,13
24897,2010,9,-3.55E-15,2,15
20625,2010,9,-3.55E-15,1,19
10274,2010,9,0,3,18
22726,2010,9,3.91E-14,2,61
15855,2010,9,3.55E-15,1,18
20395,2010,9,0,1,25
13519,2010,9,-1.42E-14,1,27
13879,2010,9,7.11E-15,1,21
22864,2010,9,-4.17E-14,1,34
16522,2010,9,0,1,24
21092,2010,9,-3.55E-15,1,9
10747,2010,9,0,2,28
11765,2010,9,0,3,74
15176,2010,9,-5.68E-14,2,33
12478,2010,9,3.55E-15,1,15
19861,2010,9,0,1,12
40676,2010,9,-3.55E-15,1,12
48300,2010,9,7.11E-15,2,46
36559,2010,9,-3.55E-15,1,20
15904,2010,9,0,1,15
51626,2010,9,0,1,5
17984,2010,9,0,1,7
16933,2010,9,1.34E-12,56,1044
23478,2010,9,5.68E-14,33,484
13477,2010,9,-5.33E-15,5,37
22477,2010,9,-7.11E-15,1,11
21064,2010,9,8.88E-15,3,38
50712,2010,9,0,1,7
47345,2010,9,1.42E-14,7,84
19803,2010,9,8.17E-14,12,133
18452,2010,9,-1.07E-14,6,59
25057,2010,9,-4.26E-14,7,62
15635,2010,9,2.84E-14,8,162
19788,2010,9,-6.75E-14,7,84
23729,2010,9,1.95E-14,11,95
26807,2010,9,7.11E-15,3,65
10776,2010,9,-2.84E-14,5,112
51735,2010,9,-3.55E-15,7,42
15849,2010,9,1.71E-13,6,348
20995,2010,9,2.66E-15,2,37
18983,2010,9,1.28E-13,9,141
15277,2010,9,-7.82E-14,12,137
50557,2010,9,-1.78E-15,1,15
12642,2010,9,3.55E-15,1,17
46269,2010,9,5.33E-15,1,20
11087,2010,9,-5.40E-13,6,269
23077,2010,9,-3.55E-15,1,24
20812,2010,9,-2.77E-13,9,238
35228,2010,9,4.97E-14,5,98
14601,2010,9,-7.11E-15,3,33
22160,2010,9,0,1,6
12153,2010,9,-1.56E-13,7,168
20112,2010,9,-6.39E-14,5,78
37096,2010,9,-1.42E-14,3,69
12874,2010,9,-3.55E-15,1,11
21328,2010,9,-7.11E-14,4,58
11719,2010,9,0,1,8
23754,2010,9,0,1,11
34537,2010,9,1.15E-14,3,39
14182,2010,9,7.11E-15,1,22
21035,2010,9,0,1,21
12184,2010,9,0,1,5
12193,2010,9,-7.11E-15,2,26
22921,2010,9,7.11E-15,4,43
18052,2010,9,7.11E-15,3,51
27254,2010,9,-1.03E-13,9,103
18841,2010,9,7.11E-15,1,40
17959,2010,9,0,1,10
51766,2010,9,-8.88E-16,1,10
21250,2010,9,0,2,49
13545,2010,9,1.69E-14,9,83
17604,2010,9,3.55E-14,10,146
15558,2010,9,-6.22E-15,1,15
13008,2010,9,-1.78E-15,1,8
14190,2010,9,-1.78E-15,2,15
16356,2010,9,-2.84E-14,2,49
14319,2010,9,2.84E-14,3,39
22196,2010,9,8.88E-15,3,25
12569,2010,9,-5.68E-14,3,167
10387,2010,9,1.33E-15,1,7
29966,2010,9,0,1,7
13237,2010,9,-7.11E-15,1,28
12498,2010,9,1.42E-14,2,34
19103,2010,9,0,3,30
13048,2010,9,3.55E-15,4,68
23476,2010,9,1.55E-14,5,44
21525,2010,9,-1.49E-13,2,98
11884,2010,9,0,1,24
12704,2010,9,0,1,5
18032,2010,9,1.42E-14,1,21
21836,2010,9,7.11E-15,1,24
23475,2010,9,-5.68E-14,4,71
24755,2010,9,4.44E-16,2,11
14762,2010,9,7.11E-15,2,24
44692,2010,9,1.78E-15,3,30
14981,2010,9,7.11E-15,2,51
50705,2010,9,3.55E-15,1,15
16833,2010,9,-1.78E-15,2,34
19267,2010,9,1.78E-15,1,13
18255,2010,9,2.13E-14,1,34
50753,2010,9,-7.11E-15,1,39
16869,2010,9,0,3,52
35078,2010,9,-4.26E-14,1,26
26386,2010,9,3.55E-15,1,10
18117,2010,9,0,2,13
31018,2010,9,-1.78E-15,2,25
36654,2010,9,1.78E-15,1,13
12343,2010,9,-7.11E-15,1,50
36371,2010,9,1.78E-15,1,6
20207,2010,9,3.55E-15,1,8
18399,2010,9,0,3,18
31314,2010,9,0,2,36
19255,2010,9,1.42E-14,2,47
15050,2010,9,3.55E-15,1,14
18008,2010,9,-7.11E-15,1,19
23452,2010,9,0,3,54
35072,2010,9,4.97E-14,3,63
23346,2010,9,-3.55E-15,1,17
44594,2010,9,1.78E-15,2,23
17141,2010,9,-2.84E-14,2,94
50669,2010,9,7.11E-15,1,31
29887,2010,9,-1.78E-15,1,10
22380,2010,9,0,1,23
11001,2010,9,-4.26E-14,2,47
12178,2010,9,-8.88E-16,1,8
11703,2010,9,2.13E-14,1,22
18425,2010,9,0,1,5
34131,2010,9,1.42E-14,2,23
44525,2010,9,0,2,29
19471,2010,9,0,1,5
21991,2010,9,0,1,8
26006,2010,9,0,1,5
44333,2010,9,-8.88E-16,2,14
18990,2010,9,-7.11E-15,14,159
22557,2010,9,-3.55E-15,3,22
46426,2010,9,4.62E-14,15,120
21321,2010,9,3.55E-15,1,18
19181,2010,9,-7.82E-14,9,101
51775,2010,9,0,1,25
12668,2010,9,1.42E-14,9,225
18133,2010,9,-1.14E-13,3,96
44609,2010,9,1.07E-14,8,62
15083,2010,9,-5.68E-14,7,113
11746,2010,9,-7.11E-14,3,52
47868,2010,9,-1.42E-14,24,250
11220,2010,9,7.11E-15,9,98
14861,2010,9,-2.84E-14,3,71
10290,2010,9,3.55E-15,10,139
15764,2010,9,0,1,24
13458,2010,9,1.78E-15,2,19
23682,2010,9,5.33E-15,3,35
12061,2010,9,-1.28E-13,6,205
12743,2010,9,1.95E-14,10,85
14620,2010,9,1.42E-13,9,273
21509,2010,9,7.11E-15,7,108
18333,2010,9,-2.13E-14,2,50
19241,2010,9,2.13E-14,2,59
22026,2010,9,3.20E-14,7,123
11316,2010,9,5.15E-14,7,68
30417,2010,9,0,1,7
13002,2010,9,8.53E-14,11,132
47800,2010,9,1.56E-13,5,163
16948,2010,9,0,9,98
22139,2010,9,1.42E-14,2,55
17568,2010,9,-3.27E-13,9,169
40112,2010,9,-3.55E-14,3,91
12627,2010,9,-1.78E-13,4,153
17359,2010,9,-1.78E-15,2,15
50974,2010,9,-2.13E-14,5,97
27242,2010,9,1.42E-14,8,62
14988,2010,9,0,7,126
23084,2010,9,-3.55E-15,2,10
12363,2010,9,0,1,46
21020,2010,9,-6.16E-13,7,253
12990,2010,9,0,4,51
50541,2010,9,3.20E-14,2,36
14962,2010,9,5.33E-15,1,19
11295,2010,9,-8.53E-14,4,174
15074,2010,9,7.11E-15,1,8
13162,2010,9,-4.26E-14,2,78
18427,2010,9,0,1,21
24436,2010,9,1.78E-15,2,22
35066,2010,9,1.42E-14,5,90
24441,2010,9,7.11E-15,2,28
42152,2010,9,5.33E-15,1,15
14874,2010,9,8.53E-14,3,46
24342,2010,9,0,3,33
11528,2010,9,-6.66E-16,2,11
11912,2010,9,0,1,25
24501,2010,9,1.78E-15,2,21
46446,2010,9,3.55E-15,1,22
13718,2010,9,-5.68E-14,3,87
12481,2010,9,1.78E-15,2,13
20580,2010,9,7.11E-15,2,16
46386,2010,9,8.88E-16,1,12
11485,2010,9,-1.42E-14,1,31
15019,2010,9,0,1,26
17840,2010,9,-7.11E-15,2,51
14635,2010,9,0,1,5
38582,2010,9,8.88E-16,1,11
34222,2010,9,1.78E-15,1,9
16039,2010,9,-1.21E-13,2,101
13452,2010,9,0,1,7
10097,2010,9,7.11E-14,3,75
12262,2010,9,1.42E-14,1,51
14444,2010,9,7.11E-15,2,37
14196,2010,9,-1.11E-16,1,8
25075,2010,9,1.42E-14,1,22
12349,2010,9,1.42E-14,2,20
18417,2010,9,-8.88E-16,1,15
15357,2010,9,0,1,9
16853,2010,9,2.84E-14,1,39
24908,2010,9,-2.84E-14,1,43
50071,2010,9,-7.11E-15,1,16
16494,2010,9,0,1,16
42252,2010,9,3.55E-15,1,32
16488,2010,9,-1.78E-15,2,24
20595,2010,9,6.66E-16,1,8
10834,2010,9,3.55E-15,2,23
21535,2010,9,6.22E-15,11,114
11110,2010,9,-4.26E-14,8,123
13303,2010,9,4.97E-14,6,73
10630,2010,9,2.13E-14,3,76
25195,2010,9,3.55E-14,5,75
23186,2010,9,-1.42E-14,5,47
10480,2010,9,1.42E-14,4,73
14178,2010,9,8.53E-14,6,201
12066,2010,9,1.42E-13,8,164
44759,2010,9,-1.78E-15,2,16
10298,2010,9,1.42E-14,3,50
13534,2010,9,0,2,43
18088,2010,9,-1.42E-14,3,61
16145,2010,9,3.55E-15,3,41
17868,2010,9,-2.13E-14,8,75
17707,2010,9,-1.15E-13,7,167
25357,2010,9,7.11E-15,2,34
47327,2010,9,1.42E-14,6,96
14733,2010,9,-1.78E-15,1,10
10478,2010,9,-1.42E-13,9,157
47861,2010,9,0,1,5
23194,2010,9,-7.11E-15,6,40
50238,2010,9,3.55E-15,1,10
13401,2010,9,-7.11E-14,5,95
11790,2010,9,1.42E-14,2,29
19124,2010,9,-3.20E-14,15,237
12804,2010,9,-5.68E-14,2,60
12364,2010,9,1.42E-14,2,45
16214,2010,9,0,8,79
10493,2010,9,0,2,24
17361,2010,9,-1.42E-14,1,30
24070,2010,9,2.22E-16,1,5
18453,2010,9,-2.66E-15,2,15
12982,2010,9,-2.84E-14,3,81
19696,2010,9,3.20E-14,5,85
20243,2010,9,1.42E-14,1,36
17344,2010,9,7.11E-15,1,18
15997,2010,9,-2.84E-14,7,107
11556,2010,9,8.53E-14,4,101
19380,2010,9,1.42E-14,2,25
16082,2010,9,-1.78E-15,4,38
42605,2010,9,3.55E-14,3,56
11904,2010,9,9.95E-14,8,161
14631,2010,9,-2.84E-14,5,66
10889,2010,9,-1.63E-13,16,217
42748,2010,9,4.44E-16,1,5
21518,2010,9,-7.99E-15,7,100
22763,2010,9,-4.97E-14,7,201
22246,2010,9,-8.53E-14,3,70
19384,2010,9,4.97E-14,4,118
26915,2010,9,1.78E-15,1,15
19383,2010,9,0,1,13
20643,2010,9,4.44E-16,2,11
51575,2010,9,-7.11E-15,3,18
18663,2010,9,-1.42E-14,2,35
21895,2010,9,-7.11E-15,5,45
42373,2010,9,-2.84E-14,1,49
20520,2010,9,-2.98E-13,8,134
13999,2010,9,7.11E-15,1,22
11943,2010,9,0,2,42
16546,2010,9,0,1,42
24625,2010,9,3.55E-14,6,93
16175,2010,9,0,2,15
15946,2010,9,-3.55E-14,4,83
44328,2010,9,1.78E-15,1,11
10081,2010,9,-4.44E-16,1,7
23297,2010,9,0,2,40
20734,2010,9,0,1,12
24948,2010,9,0,1,5
21352,2010,9,0,3,26
16343,2010,9,1.95E-14,6,64
19393,2010,9,0,1,15
44607,2010,9,-2.13E-14,1,48
11652,2010,9,-3.55E-15,1,11
34714,2010,9,8.88E-16,1,9
13294,2010,9,1.22E-15,1,5
18790,2010,9,0,1,7
11580,2010,9,7.11E-15,1,38
14291,2010,9,0,1,15
25125,2010,9,3.55E-15,2,22
21842,2010,9,8.88E-16,1,9
37122,2010,9,-7.11E-15,1,27
11561,2010,9,0,1,10
22459,2010,9,0,1,6
14871,2010,9,-2.84E-14,3,80
11931,2010,9,0,2,29
13919,2010,9,-7.11E-15,1,35
34678,2010,9,0,1,19
40487,2010,9,1.60E-14,1,34
14774,2010,9,0,1,26
24143,2010,9,-1.42E-14,1,27
50423,2010,9,5.33E-15,1,15
23082,2010,9,-7.11E-15,1,15
10795,2010,9,3.55E-15,1,9
11792,2010,9,1.78E-15,1,15
24658,2010,9,4.26E-14,2,46
12344,2010,9,-1.78E-13,11,182
18623,2010,9,-1.07E-14,2,51
50575,2010,9,-2.31E-14,5,98
17195,2010,9,0,1,8
17648,2010,9,-7.11E-15,32,337
11994,2010,9,1.78E-15,1,5
20159,2010,9,-5.68E-14,7,113
15352,2010,9,9.95E-14,27,332
23265,2010,9,2.77E-13,34,391
19593,2010,9,-8.53E-14,7,145
15033,2010,9,1.15E-14,3,58
25377,2010,9,-1.71E-13,11,184
12325,2010,9,-2.56E-13,8,217
22197,2010,9,-3.69E-13,11,269
19613,2010,9,-2.22E-16,2,11
12806,2010,9,5.33E-15,1,17
12753,2010,9,-2.84E-14,10,178
13488,2010,9,-7.11E-15,3,40
14860,2010,9,4.97E-14,8,110
48684,2010,9,-1.08E-13,15,169
51817,2010,9,0,1,32
44688,2010,9,-5.68E-14,3,74
37068,2010,9,-4.26E-14,4,110
18728,2010,9,-2.84E-14,4,51
25289,2010,9,2.49E-14,4,118
15350,2010,9,2.84E-14,8,57
17167,2010,9,-7.82E-14,4,82
11178,2010,9,2.13E-14,4,63
22055,2010,9,-1.21E-13,8,116
51401,2010,9,2.13E-14,4,67
19290,2010,9,1.78E-15,4,44
22178,2010,9,1.42E-14,1,15
18359,2010,9,-7.82E-14,9,125
12919,2010,9,7.11E-15,2,25
44764,2010,9,1.78E-14,4,47
50560,2010,9,3.55E-15,1,17
10245,2010,9,7.11E-15,3,43
12590,2010,9,2.13E-14,3,40
24626,2010,9,-7.55E-15,4,82
13614,2010,9,-3.38E-14,4,52
19240,2010,9,3.55E-14,2,57
44784,2010,9,0,3,41
16780,2010,9,-1.42E-14,5,126
13449,2010,9,-7.11E-15,1,68
51025,2010,9,7.11E-15,4,71
18620,2010,9,-1.78E-15,2,26
18576,2010,9,-7.11E-15,2,58
21527,2010,9,0,1,6
23431,2010,9,1.28E-13,2,65
50554,2010,9,-8.88E-16,1,6
51893,2010,9,0,1,24
42735,2010,9,1.24E-14,3,55
14454,2010,9,1.14E-13,5,159
51167,2010,9,7.11E-15,3,49
25258,2010,9,0,3,79
21147,2010,9,1.78E-15,3,19
42886,2010,9,0,2,21
16368,2010,9,-4.44E-16,1,9
12336,2010,9,0,1,14
16366,2010,9,-7.11E-15,1,21
12574,2010,9,-3.55E-15,2,26
11849,2010,9,-7.11E-14,1,59
16485,2010,9,1.42E-14,1,38
50968,2010,9,8.88E-16,1,11
24910,2010,9,3.55E-15,1,20
12553,2010,9,4.97E-14,3,85
22441,2010,9,8.53E-14,1,59
22975,2010,9,1.78E-15,1,11
17277,2010,9,1.55E-15,1,8
50446,2010,9,1.78E-15,1,8
10404,2010,9,2.84E-14,3,50
17292,2010,9,4.16E-16,1,5
15374,2010,9,0,1,7
12818,2010,9,0,1,28
17928,2010,9,2.13E-14,1,33
40520,2010,9,0,1,11
10386,2010,9,0,1,14
50871,2010,9,7.11E-15,1,19
10837,2010,9,1.15E-14,1,9
40514,2010,9,0,1,8
10032,2010,9,7.11E-14,4,59
12104,2010,9,1.99E-13,14,160
50582,2010,9,7.11E-15,5,49
19769,2010,9,7.11E-15,1,18
19956,2010,9,-1.99E-13,19,308
24344,2010,9,2.84E-14,7,173
18055,2010,9,1.78E-14,3,34
10513,2010,9,7.11E-15,21,200
34998,2010,9,-7.11E-14,5,113
14490,2010,9,1.42E-14,2,34
24128,2010,9,2.66E-14,12,144
10804,2010,9,-4.00E-14,12,182
20730,2010,9,1.25E-12,31,490
24010,2010,9,1.42E-14,7,64
51889,2010,9,8.53E-14,19,205
42723,2010,9,3.02E-14,6,78
20558,2010,9,3.55E-15,10,76
21544,2010,9,2.84E-14,7,114
31279,2010,9,2.66E-15,6,55
47350,2010,9,-4.17E-14,5,89
17043,2010,9,3.55E-15,5,51
12787,2010,9,1.42E-14,14,151
24916,2010,9,-3.55E-15,2,19
22000,2010,9,5.68E-14,4,128
19926,2010,9,-7.11E-15,7,68
34113,2010,9,-3.55E-14,13,158
19526,2010,9,-7.11E-15,13,168
19456,2010,9,-1.35E-13,12,153
17446,2010,9,-4.26E-14,2,47
10262,2010,9,5.68E-14,18,218
40766,2010,9,-1.78E-14,21,285
17338,2010,9,1.42E-13,10,129
13583,2010,9,1.42E-14,4,48
13880,2010,9,1.42E-13,9,214
10126,2010,9,-8.53E-14,7,168
22746,2010,9,1.99E-13,9,207
18674,2010,9,7.11E-15,2,13
23683,2010,9,0,6,59
19984,2010,9,-6.22E-15,1,14
48305,2010,9,1.42E-14,12,117
34867,2010,9,7.11E-15,2,48
21988,2010,9,-3.73E-14,2,67
10172,2010,9,0,1,5
12332,2010,9,0,1,18
12341,2010,9,1.42E-14,7,52
10922,2010,9,-3.91E-14,7,96
10828,2010,9,-4.00E-15,8,63
22750,2010,9,1.42E-14,4,64
12646,2010,9,1.99E-13,30,482
50083,2010,9,0,2,39
23270,2010,9,-1.56E-13,7,233
15691,2010,9,1.42E-14,7,59
21739,2010,9,2.49E-14,4,64
10929,2010,9,1.15E-14,3,60
12113,2010,9,3.55E-15,11,67
16242,2010,9,1.07E-14,5,80
21256,2010,9,7.11E-15,2,24
19531,2010,9,-2.27E-13,8,312
19245,2010,9,0,2,27
22511,2010,9,-1.42E-14,27,199
22456,2010,9,2.84E-14,2,207
16694,2010,9,-3.55E-15,3,24
13374,2010,9,1.60E-13,7,177
19163,2010,9,-1.56E-13,7,112
42614,2010,9,-2.84E-14,3,77
10141,2010,9,1.99E-12,15,485
13873,2010,9,0,3,31
25344,2010,9,2.84E-14,18,301
12479,2010,9,-5.68E-14,19,178
22748,2010,9,2.84E-14,4,40
16152,2010,9,1.85E-13,42,399
24831,2010,9,-2.13E-14,6,76
20082,2010,9,-1.42E-14,2,44
16504,2010,9,-2.84E-14,7,61
27153,2010,9,-9.24E-14,3,52
10531,2010,9,-1.42E-14,3,71
22962,2010,9,-1.78E-15,3,29
42182,2010,9,-7.82E-14,6,111
18735,2010,9,8.88E-15,2,38
23831,2010,9,-1.35E-13,10,140
22994,2010,9,1.42E-14,10,131
17735,2010,9,6.22E-15,2,25
25370,2010,9,-7.11E-14,4,92
20177,2010,9,1.42E-14,7,138
17399,2010,9,1.42E-14,7,84
12259,2010,9,-1.35E-13,31,316
21334,2010,9,7.11E-15,6,101
18477,2010,9,-1.42E-13,11,350
20061,2010,9,2.56E-13,5,164
17691,2010,9,1.42E-14,2,43
18666,2010,9,2.84E-14,9,78
13189,2010,9,2.49E-14,4,26
36127,2010,9,-2.84E-14,5,62
13055,2010,9,5.33E-14,6,142
22579,2010,9,7.11E-15,14,100
11891,2010,9,2.84E-14,4,81
21164,2010,9,1.03E-13,7,256
44738,2010,9,1.42E-14,10,128
14399,2010,9,-8.17E-14,11,208
12652,2010,9,2.13E-13,6,135
14063,2010,9,0,6,81
20803,2010,9,-6.75E-14,3,109
20160,2010,9,1.78E-14,4,101
48334,2010,9,-1.42E-14,4,97
47852,2010,9,-8.88E-16,2,17
16041,2010,9,4.17E-14,6,79
19567,2010,9,-2.77E-13,24,460
13418,2010,9,1.78E-15,3,30
18939,2010,9,2.84E-14,9,104
11925,2010,9,7.11E-14,8,148
15065,2010,9,-1.21E-13,7,116
47869,2010,9,0,8,79
18035,2010,9,-5.33E-15,1,29
34253,2010,9,-1.42E-14,1,20
23531,2010,9,1.42E-14,27,259
24442,2010,9,-1.35E-13,10,228
13732,2010,9,8.88E-16,6,53
40978,2010,9,8.88E-15,2,51
15706,2010,9,0,1,14
21495,2010,9,-2.84E-14,4,86
17166,2010,9,8.88E-16,3,40
22505,2010,9,-2.84E-14,4,88
20865,2010,9,-4.26E-14,4,62
42957,2010,9,-1.71E-13,12,247
14205,2010,9,4.97E-14,18,142
14559,2010,9,8.53E-14,10,130
12443,2010,9,0,2,37
42806,2010,9,1.78E-15,1,14
10448,2010,9,-2.13E-14,6,120
11834,2010,9,-8.53E-14,10,153
17248,2010,9,7.11E-15,7,74
12719,2010,9,2.66E-14,5,68
18829,2010,9,2.84E-14,5,93
35018,2010,9,-2.66E-15,3,21
50601,2010,9,0,2,20
21400,2010,9,7.11E-15,4,47
16349,2010,9,-8.53E-14,6,63
30840,2010,9,-1.14E-13,4,129
17788,2010,9,-9.95E-14,2,49
48891,2010,9,0,1,5
38558,2010,9,2.66E-15,5,56
21496,2010,9,1.14E-13,23,428
16785,2010,9,1.42E-14,13,182
16475,2010,9,-2.13E-14,5,107
17379,2010,9,-5.33E-14,14,96
34919,2010,9,1.42E-13,2,98
17317,2010,9,-2.84E-14,3,80
19236,2010,9,-1.07E-14,3,54
20430,2010,9,-7.11E-15,7,133
12783,2010,9,7.67E-13,21,369
24036,2010,9,-4.97E-14,10,96
22537,2010,9,2.66E-15,2,17
21521,2010,9,1.42E-14,3,73
12866,2010,9,-1.85E-13,13,131
17012,2010,9,7.11E-14,21,174
12213,2010,9,-8.53E-14,8,289
24370,2010,9,3.55E-15,1,19
30390,2010,9,2.13E-14,3,48
17223,2010,9,3.55E-15,2,19
40947,2010,9,1.42E-14,5,62
20528,2010,9,2.84E-14,4,100
25257,2010,9,-1.42E-14,2,51
17403,2010,9,-1.42E-14,1,7
40628,2010,9,1.78E-15,2,29
16775,2010,9,7.11E-15,4,66
18457,2010,9,-1.42E-14,4,63
47335,2010,9,3.20E-14,7,93
15214,2010,9,0,2,14
20798,2010,9,3.15E-14,9,127
36612,2010,9,-1.14E-13,7,106
16818,2010,9,5.33E-15,1,23
17355,2010,9,-8.88E-16,10,78
23058,2010,9,7.39E-13,7,319
11939,2010,9,-5.33E-15,3,37
35142,2010,9,4.09E-14,1,35
40934,2010,9,0,2,45
18908,2010,9,1.95E-14,3,30
44320,2010,9,8.53E-14,12,148
48332,2010,9,7.57E-13,18,185
13269,2010,9,-7.11E-14,10,147
21519,2010,9,3.86E-14,10,179
36390,2010,9,7.11E-15,2,19
50373,2010,9,1.42E-14,5,86
23418,2010,9,2.13E-14,3,45
50565,2010,9,-3.55E-15,1,17
23241,2010,9,6.39E-14,12,121
18157,2010,9,0,3,66
23566,2010,9,-7.11E-15,3,65
10898,2010,9,-6.84E-14,7,142
17680,2010,9,-2.56E-13,6,134
20825,2010,9,-4.97E-14,7,191
13876,2010,9,-7.11E-15,6,61
36370,2010,9,-3.55E-15,1,27
11140,2010,9,-5.33E-15,4,113
18119,2010,9,2.66E-15,4,41
11290,2010,9,2.49E-14,8,62
19091,2010,9,-6.57E-14,6,84
16796,2010,9,-4.26E-14,7,88
44534,2010,9,-7.11E-15,1,12
16944,2010,9,0,1,9
17139,2010,9,3.20E-14,7,74
34566,2010,9,0,1,13
13263,2010,9,0,5,40
40351,2010,9,8.88E-16,6,44
14939,2010,9,0,6,38
24172,2010,9,0,6,69
19206,2010,9,0,3,110
34873,2010,9,0,1,8
16412,2010,9,-5.68E-14,7,321
12280,2010,9,1.07E-14,4,57
11037,2010,9,0,1,17
15593,2010,9,-2.13E-14,8,88
12916,2010,9,0,2,25
17885,2010,9,8.88E-15,1,16
44721,2010,9,-1.78E-15,22,226
23389,2010,9,7.11E-15,1,18
21492,2010,9,-7.11E-14,10,108
23279,2010,9,1.99E-13,9,228
13877,2010,9,-2.20E-13,23,199
24744,2010,9,0,4,75
24639,2010,9,0,1,12
51730,2010,9,0,1,5
16760,2010,9,-2.84E-14,4,68
23451,2010,9,-5.68E-14,4,48
18070,2010,9,-7.82E-14,12,190
50631,2010,9,-1.42E-14,12,180
18684,2010,9,-2.82E-13,38,428
44805,2010,9,-3.55E-15,2,23
42862,2010,9,0,3,30
50490,2010,9,-2.22E-16,1,7
20419,2010,9,-1.42E-14,5,129
23945,2010,9,3.38E-14,6,121
23328,2010,9,-4.26E-14,6,99
17551,2010,9,1.42E-14,1,45
23806,2010,9,-1.42E-14,2,39
11132,2010,9,3.55E-15,2,27
18797,2010,9,-1.33E-15,2,35
14301,2010,9,-1.14E-13,17,355
15212,2010,9,3.55E-15,1,29
13161,2010,9,1.78E-14,6,46
19786,2010,9,2.84E-14,1,31
20805,2010,9,1.28E-13,15,235
23398,2010,9,-1.42E-13,3,107
10592,2010,9,3.55E-15,2,30
21223,2010,9,4.26E-14,6,110
34275,2010,9,5.33E-15,1,11
34508,2010,9,-1.78E-15,4,74
18579,2010,9,0,1,18
15820,2010,9,-8.53E-14,7,83
19469,2010,9,4.53E-14,4,80
50681,2010,9,0,3,26
13387,2010,9,2.13E-14,10,70
11208,2010,9,1.78E-15,2,19
50198,2010,9,0,2,10
50385,2010,9,-7.82E-14,5,79
10295,2010,9,-3.55E-15,11,121
20137,2010,9,1.42E-14,4,52
13584,2010,9,5.68E-14,5,286
13296,2010,9,2.84E-14,7,98
11412,2010,9,2.56E-13,6,231
25145,2010,9,-9.95E-14,8,112
12462,2010,9,4.26E-14,6,151
18153,2010,9,0,6,62
14238,2010,9,0,6,100
17873,2010,9,3.55E-15,2,16
22723,2010,9,8.81E-13,19,451
15032,2010,9,1.42E-13,5,130
31283,2010,9,7.11E-14,6,67
18937,2010,9,8.88E-15,10,101
50398,2010,9,0,4,41
20718,2010,9,7.11E-15,1,41
42853,2010,9,-1.42E-14,1,33
10169,2010,9,2.13E-14,1,64
16390,2010,9,0,1,17
11959,2010,9,1.78E-14,3,78
24976,2010,9,4.00E-15,1,18
12410,2010,9,4.26E-14,5,80
23017,2010,9,1.78E-15,1,19
11657,2010,9,1.24E-14,1,26
13719,2010,9,1.14E-13,7,231
10421,2010,9,7.11E-15,3,56
42889,2010,9,-9.95E-14,9,208
50421,2010,9,-4.26E-14,1,43
18707,2010,9,0,1,12
14737,2010,9,-5.68E-14,4,86
22443,2010,9,1.42E-14,2,42
13798,2010,9,-4.26E-14,7,185
14524,2010,9,5.68E-14,9,119
40357,2010,9,0,1,5
13170,2010,9,8.88E-16,1,8
21044,2010,9,0,1,7
16204,2010,9,3.55E-15,2,20
12406,2010,9,2.13E-14,1,43
10529,2010,9,1.42E-14,4,32
51545,2010,9,7.11E-15,2,19
12983,2010,9,1.78E-15,1,11
18751,2010,9,0,1,10
18895,2010,9,0,1,5
40133,2010,9,1.78E-14,3,39
14317,2010,9,2.13E-14,5,43
10342,2010,9,-4.26E-14,11,189
44423,2010,9,1.78E-15,1,16
20424,2010,9,4.88E-15,1,7
14391,2010,9,2.84E-14,3,61
14799,2010,9,0,1,14
51633,2010,9,7.99E-15,2,18
18793,2010,9,3.55E-15,1,13
40635,2010,9,3.55E-15,3,21
21578,2010,9,7.11E-15,1,11
15330,2010,9,3.33E-15,5,26
14999,2010,9,-1.78E-15,1,8
14576,2010,9,1.07E-14,10,68
20908,2010,9,-2.13E-13,9,153
22042,2010,9,2.13E-14,2,25
50081,2010,9,-2.84E-14,9,126
15055,2010,9,0,2,41
22809,2010,9,1.78E-14,5,112
10656,2010,9,-4.26E-14,14,144
25087,2010,9,1.24E-14,16,127
21922,2010,9,1.07E-14,3,39
51868,2010,9,9.06E-14,7,99
14780,2010,9,-1.42E-14,4,77
21398,2010,9,4.26E-14,8,104
21987,2010,9,3.55E-14,5,60
25439,2010,9,7.11E-15,3,40
15354,2010,9,1.71E-13,5,209
20008,2010,9,2.13E-14,5,57
16272,2010,9,2.13E-14,7,81
11540,2010,9,-2.13E-13,4,117
17461,2010,9,5.68E-14,9,143
27317,2010,9,-2.22E-15,10,79
24748,2010,9,3.11E-14,8,73
24537,2010,9,1.42E-13,1,81
17575,2010,9,-2.13E-14,7,94
20543,2010,9,1.07E-14,7,44
11647,2010,9,-2.13E-14,13,155
10725,2010,9,3.20E-14,16,125
